protein_a	protein_b	in_manual_stringent	n_rows	pmids	methods	raw_ids	len_a	len_b
P49116	Q15750	1	1	12429732	MI:0019 - coimmunoprecipitation	P49116;Q15750-2	596	504
P49116	Q86Y07	1	1	18286207	MI:0096 - pull down	P49116;Q86Y07-2	596	508
P49185	Q4G050	1	1	9155017	MI:0018 - two hybrid	P49185;Q4G050	411	413
P49185	Q5U2N4	1	1	9155017	MI:0018 - two hybrid	P49185;Q5U2N4	411	459
P49459	Q9NW38	1	1	18277096	MI:0059 - gst pull down	P49459;Q9NW38	152	375
P49597	Q38898	1	1	11181729	MI:0018 - two hybrid	P49597;Q38898	434	802
P49674	Q96EV8	1	1	16618118	MI:0096 - pull down	P49674;Q96EV8	416	351
P49717	Q7L590	1	1	11095689	MI:0018 - two hybrid	P49717;Q7L590	862	875
P49736	Q13415	1	1	15232106	MI:0096 - pull down	P49736;Q13415	904	861
P49736	Q14566	0	1	15232106	MI:0096 - pull down	P49736;Q14566	904	821
P49736	Q9Y5N6	0	1	15232106	MI:0096 - pull down	P49736;Q9Y5N6	904	252
P49768	Q96IZ0	1	1	15671026	MI:0006 - anti bait coimmunoprecipitation	P49768;Q96IZ0	467	340
P49799	Q9Z0G0	1	1	9770488	MI:0018 - two hybrid	P49799;Q9Z0G0	205	333
P49815	Q13309	1	1	15355997	MI:0019 - coimmunoprecipitation	P49815;Q13309	1807	424
P49815	Q9P0N9	1	1	18291711	MI:0019 - coimmunoprecipitation	P49815;Q9P0N9	1807	293
P49841	P63104	0	1	15963640	MI:0019 - coimmunoprecipitation	P49841;P63104	420	245
P49848	Q12962	0	1	17375202	MI:0019 - coimmunoprecipitation	P49848;Q12962	677	218
P49848	Q15545	1	1	7667268	MI:0019 - coimmunoprecipitation	P49848;Q15545	677	349
P50148	P63244	1	1	14963031	MI:0030 - cross-linking study	P50148;P63244	359	317
P50570	P52735	1	1	15696170	MI:0096 - pull down	P50570;P52735	870	878
P50570	Q9QPN3	1	1	17412836	MI:0019 - coimmunoprecipitation	P50570;Q9QPN3	870	202
P50570	Q9UKW4	1	1	15696170	MI:0096 - pull down	P50570;Q9UKW4	870	847
P50591	Q68396	1	1	19134204	MI:0110 - text mining, MI:0411 - enzyme linked immunosorbent assay	P50591;Q68396	281	176
P51116	Q93062	0	1	16189514	MI:0004 - affinity chromatography technologies	P51116;Q93062	673	196
P51141	Q9WV60	1	1	10428961	MI:0007 - anti tag coimmunoprecipitation	P51141;Q9WV60	695	420
P51149	Q7L099	1	1	20376209	MI:0059 - gst pull down	P51149;Q7L099	207	469
P51149	Q7Z6M1	1	1	9230071	MI:0018 - two hybrid	P51149;Q7Z6M1	207	372
P51149	Q8NEU8	1	1	17581628	MI:0059 - gst pull down	P51149;Q8NEU8	207	664
P51149	Q9UKG1	1	1	17581628	MI:0059 - gst pull down	P51149;Q9UKG1	207	709
P51150	Q80T23	1	1	12051743	MI:0096 - pull down	P51150;Q80T23	207	753
P51150	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P51150;Q91V27	207	590
P51449	Q96RL1	1	1	17311814	MI:0018 - two hybrid	P51449;Q96RL1	518	719
P51452	Q86Y07	1	1	18286207	MI:0096 - pull down	P51452;Q86Y07	185	508
P51531	Q14526	1	1	19486893	MI:0019 - coimmunoprecipitation	P51531;Q14526	1590	733
P51572	Q07812	1	1	9334338	MI:0019 - coimmunoprecipitation	P51572;Q07812	246	192
P51587	Q06609	0	1	17541404	MI:0096 - pull down	P51587;Q06609	3418	339
P51681	P61073	0	1	12433920	MI:0019 - coimmunoprecipitation	P51681;P61073	352	352
P51693	P55854	1	1	15383276	MI:0018 - two hybrid	P51693;P55854	650	103
P51693	Q12873	1	1	15383276	MI:0018 - two hybrid	P51693;Q12873	650	2000
P51693	Q16891	1	1	15383276	MI:0018 - two hybrid	P51693;Q16891	650	758
P51693	Q7L311	1	1	15383276	MI:0018 - two hybrid	P51693;Q7L311	650	632
P51693	Q8N2W9	1	1	15383276	MI:0018 - two hybrid	P51693;Q8N2W9	650	510
P51693	Q9H213	1	1	15383276	MI:0018 - two hybrid	P51693;Q9H213	650	219
P51693	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	P51693;Q9UKY1	650	873
P51812	Q16512	1	1	20957203	MI:0019 - coimmunoprecipitation	P51812;Q16512	740	942
P51812	Q16513	1	1	20957203	MI:0019 - coimmunoprecipitation	P51812;Q16513	740	984
P51843	Q92786	1	1	16488887	MI:0018 - two hybrid	P51843;Q92786	470	737
P51965	P63165	1	1	9162015	MI:0018 - two hybrid	P51965;P63165	193	101
P53566	Q6PDY0	1	1	15644333	MI:0007 - anti tag coimmunoprecipitation	P53566;Q6PDY0	359	202
P53667	Q8TEW0	1	1	16505165	MI:0096 - pull down	P53667;Q8TEW0	647	1356
P53994	Q80T23	1	1	12051743	MI:0096 - pull down	P53994;Q80T23	212	753
P53994	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P53994;Q91V27	212	590
P54130	Q03142	1	1	8619928	MI:0004 - affinity chromatography technologies	P54130;Q03142	208	799
P54256	P54258	1	1	7477378	MI:0405 - competition binding	P54256;P54258	629	1183
P54274	Q15554	1	1	17962804	MI:0110 - text mining	P54274;Q15554	439	542
P54274	Q96AP0	0	1	15231715	MI:0019 - coimmunoprecipitation	P54274;Q96AP0	439	458
P54619	Q9Y478	0	1	17012231	MI:0019 - coimmunoprecipitation	P54619;Q9Y478	331	270
P54645	P80385	1	1	8626596	MI:0004 - affinity chromatography technologies; MI:0018	P54645;P80385	559	330
P54748	Q5FWY5	1	2	12810716	MI:0018 - two hybrid	P54748-1;P54748-2;Q5FWY5	844	330
P54748	Q5U2T9	1	1	12810716	MI:0018 - two hybrid	P54748-1;Q5U2T9	844	456
P54748	Q9JLG9	1	1	12810716	MI:0018 - two hybrid	P54748-1;Q9JLG9	844	328
P54748	Q9QVC8	1	1	12810716	MI:0018 - two hybrid	P54748-1;Q9QVC8	844	458
P54826	P55957	1	1	11906213	MI:0019 - coimmunoprecipitation	P54826;P55957	345	195
P54826	Q07812	1	1	11906213	MI:0019 - coimmunoprecipitation	P54826;Q07812	345	192
P54826	Q92934	1	1	11906213	MI:0019 - coimmunoprecipitation	P54826;Q92934	345	168
P54921	Q62768	1	1	8999968	MI:0027 - cosedimentation	P54921;Q62768	295	1735
P54921	Q63666	1	1	7836452	MI:0004 - affinity chromatography technologies	P54921;Q63666	295	118
P55002	Q08879	1	1	17324935	MI:0892 - solid phase assay	P55002;Q08879	183	705
P55002	Q8BPB5	1	1	17324935	MI:0892 - solid phase assay	P55002;Q8BPB5	183	493
P55002	Q9WVH9	1	1	17324935	MI:0892 - solid phase assay	P55002;Q9WVH9	183	448
P55002	Q9WVJ9	1	1	17324935	MI:0892 - solid phase assay	P55002;Q9WVJ9	183	443
P55196	Q9NYB0	1	1	15857834	MI:0004 - affinity chromatography technologies	P55196;Q9NYB0	1824	399
P55209	P61073	1	1	8276799	MI:0099 - scintillation proximity assay	P55209;P61073	391	352
P55258	Q80T23	1	1	12051743	MI:0096 - pull down	P55258;Q80T23	207	753
P55258	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P55258;Q91V27	207	590
P55258	Q99N48	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P55258;Q99N48	207	607
P55258	Q99N50	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P55258;Q99N50	207	950
P55258	Q99N80	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P55258;Q99N80	207	567
P55258	Q9R0Q1	0	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P55258;Q9R0Q1	207	673
P55854	Q16891	1	1	15383276	MI:0018 - two hybrid	P55854;Q16891	103	758
P55854	Q5T3J3	1	1	15383276	MI:0018 - two hybrid	P55854;Q5T3J3	103	769
P55854	Q7L311	1	1	15383276	MI:0018 - two hybrid	P55854;Q7L311	103	632
P55854	Q9H213	1	1	15383276	MI:0018 - two hybrid	P55854;Q9H213	103	219
P55854	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	P55854;Q9UKY1	103	873
P56371	Q80T23	1	1	12051743	MI:0096 - pull down	P56371;Q80T23	218	753
P56371	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P56371;Q91V27	218	590
P56371	Q9D0C1	1	1	12972561	MI:0096 - pull down; MI:0019	P56371;Q9D0C1	218	305
P56524	Q969S8	1	1	11861901	MI:0019 - coimmunoprecipitation	P56524;Q969S8	1084	669
P56589	Q92968	1	1	12096124	MI:0018 - two hybrid	P56589;Q92968	373	403
P56589	Q9Y5Y5	0	1	12096124	MI:0018 - two hybrid	P56589;Q9Y5Y5	373	336
P59190	Q15276	1	1	12105226	MI:0018 - two hybrid	P59190;Q15276	212	862
P59190	Q9UJ41	1	1	12105226	MI:0018 - two hybrid	P59190;Q9UJ41	212	491
P60228	Q8IUI8	1	1	16973618	MI:0019 - coimmunoprecipitation	P60228;Q8IUI8	445	442
P60709	Q8NHR9	1	1	19419568	MI:0019 - coimmunoprecipitation	P60709;Q8NHR9	375	129
P60763	Q9Y613	1	1	11590143	MI:0019 - coimmunoprecipitation	P60763;Q9Y613	192	1164
P60766	Q66T02	1	1	20811643	MI:0096 - pull down	P60766;Q66T02	191	1073
P60881	Q8VHQ7	1	1	16203731	MI:0096 - pull down	P60881;Q8VHQ7	206	672
P60891	Q92793	1	1	15943588	MI:0059 - gst pull down	P60891;Q92793	318	2442
P60953	Q9Y613	1	1	11590143	MI:0019 - coimmunoprecipitation	P60953;Q9Y613	191	1164
P61019	Q7L099	1	1	20376209	MI:0004 - affinity chromatography technologies	P61019;Q7L099	212	469
P61027	Q80T23	1	1	12051743	MI:0096 - pull down	P61027;Q80T23	200	753
P61027	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P61027;Q91V27	200	590
P61027	Q99N48	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P61027;Q99N48	200	607
P61027	Q99N50	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P61027;Q99N50	200	950
P61027	Q99N80	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P61027;Q99N80	200	567
P61027	Q9R0Q1	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P61027;Q9R0Q1	200	673
P61586	Q9NV70	1	1	17319956	MI0018 - two hybrid, MI:0110 - text mining	P61586;Q9NV70	193	894
P61586	Q9Y613	1	1	11590143	MI:0019 - coimmunoprecipitation	P61586;Q9Y613	193	1164
P61587	Q8WU20	1	1	15738000	MI:0007 - anti tag coimmunoprecipitation	P61587;Q8WU20	244	508
P61588	P70336	1	1	16472685	MI:0217 - phosphorylation reaction	P61588;P70336	244	1388
P61626	Q9NNX6	1	1	16239964	MI:0411- enzyme linked immunosorbent assay	P61626;Q9NNX6	148	404
P61981	Q92574	0	1	18291711	MI:0019 - coimmunoprecipitation	P61981;Q92574	247	1164
P62199	P69908	1	1	8366104	MI:0047 - far western blotting	P62199;P69908	149	466
P62258	Q01814	1	1	16126729	MI:0006 - anti bait coimmunoprecipitation; MI:0096	P62258;Q01814	255	1243
P62258	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	P62258;Q92574	255	1164
P62259	Q61097	1	1	10891492	MI:0019 - coimmunoprecipitation	P62259;Q61097	255	873
P62310	Q9Y4Y9	0	1	15231747	MI:0018 - two hybrid	P62310;Q9Y4Y9	102	91
P62310	Q9Y4Z0	1	1	15231747	MI:0018 - two hybrid	P62310;Q9Y4Z0	102	139
P62312	Q9UK45	0	1	15231747	MI:0018 - two hybrid	P62312;Q9UK45	80	103
P62312	Q9Y333	1	1	15231747	MI:0018 - two hybrid	P62312;Q9Y333	80	95
P62312	Q9Y4Z0	1	1	15231747	MI:0018 - two hybrid	P62312;Q9Y4Z0	80	139
P62331	Q8BGS1	1	1	18794329	MI:1016 - fluorescence recovery after photobleaching	P62331;Q8BGS1	175	731
P62482	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P62482;Q62108	367	724
P62491	Q8NEU8	1	1	17581628	MI:0059 - gst pull down	P62491;Q8NEU8	216	664
P62491	Q9UKG1	1	1	17581628	MI:0059 - gst pull down	P62491;Q9UKG1	216	709
P62492	Q80T23	1	1	12051743	MI:0096 - pull down	P62492;Q80T23	216	753
P62492	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P62492;Q91V27	216	590
P62500	Q00322	1	1	15644333	MI:0007 - anti tag coimmunoprecipitation	P62500;Q00322	1077	268
P62821	Q80T23	1	1	12051743	MI:0096 - pull down	P62821;Q80T23	205	753
P62821	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P62821;Q91V27	205	590
P62826	Q7L099	1	1	20376209	MI:0059 - gst pull down	P62826;Q7L099	216	469
P62873	Q08499	1	1	10329691	MI:0018 - two hybrid	P62873;Q08499-6	340	809
P62873	Q6Y2X3	1	1	17363375	MI:0012 - bioluminescence resonance energy transfer	P62873;Q6Y2X3	340	702
P62879	Q14192	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q14192	340	279
P62879	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q16828	340	381
P62879	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q68DY1	340	528
P62879	Q6Y2X3	1	1	17363375	MI:0012 - bioluminescence resonance energy transfer	P62879;Q6Y2X3	340	702
P62879	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q70SY1	340	520
P62879	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q8TAU0	340	364
P62879	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q8TBX8	340	421
P62879	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q92730	340	232
P62879	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q92785	340	391
P62879	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q93096	340	173
P62879	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9H2S9	340	585
P62879	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9H6S3	340	715
P62879	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9H9D4	340	720
P62879	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9NQX6	340	463
P62879	Q9UDV6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9UDV6	340	495
P62879	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9UH92	340	298
P62879	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9UHR5	340	308
P62879	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	P62879;Q9UHX1	340	559
P62880	P63213	1	1	1629181	MI:0004 - affinity chromatography technologies	P62880;P63213	340	71
P62993	Q13905	0	1	8621483	MI:0019 - coimmunoprecipitation	P62993;Q13905	217	1077
P63001	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P63001;Q62108	192	724
P63001	Q66T02	1	1	20811643	MI:0096 - pull down	P63001;Q66T02	192	1073
P63001	Q8BH43	1	1	14765121	MI:0059 - gst pull down	P63001;Q8BH43	192	497
P63011	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	P63011;Q91V27	220	590
P63011	Q99N48	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P63011;Q99N48	220	607
P63011	Q99N50	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P63011;Q99N50	220	950
P63011	Q99N80	1	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P63011;Q99N80	220	567
P63011	Q9R0Q1	0	1	11773082	MI:0007 - anti tag coimmunoprecipitation	P63011;Q9R0Q1	220	673
P63092	P63244	1	1	14963031	MI:0030 - cross-linking study	P63092;P63244	394	317
P63096	P63244	1	1	14963031	MI:0030 - cross-linking study	P63096;P63244	354	317
P63096	Q6Y2X3	1	1	17363375	MI:0012 - bioluminescence resonance energy transfer	P63096;Q6Y2X3	354	702
P63101	Q61097	1	1	10891492	MI:0019 - coimmunoprecipitation	P63101;Q61097	245	873
P63104	Q01814	1	1	16126729	MI:0006 - anti bait coimmunoprecipitation; MI:0096	P63104;Q01814	245	1243
P63104	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	P63104;Q92574	245	1164
P63143	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P63143;Q62108	401	724
P63146	P63165	1	1	9162015	MI:0018 - two hybrid	P63146;P63165	152	101
P63165	Q12873	1	1	17344210	MI:0096 - pull down	P63165;Q12873	101	2000
P63165	Q16763	1	1	9162015	MI:0018 - two hybrid	P63165;Q16763	101	222
P63165	Q9Y2Q3	1	1	18025037	MI:0059 - gst pull down	P63165;Q9Y2Q3	101	226
P63167	Q7LDG7	1	1	17012239	MI:0018 - two hybrid	P63167;Q7LDG7	89	609
P63239	Q58A65	1	1	17074887	MI:0018 - two hybrid	P63239;Q58A65	753	1321
P63244	Q04759	1	1	10383400	MI:0019 - coimmunoprecipitation	P63244;Q04759	317	706
P63244	Q07343	1	4	10329691	MI:0019 - coimmunoprecipitation; MI:0018 | MI:0096 - pull down	P63244;Q07343;Q07343-1;Q07343-2;Q07343-3	317	736
P63244	Q08493	1	2	10329691	MI:0019 - coimmunoprecipitation; MI:0018 | MI:0096 - pull down	P63244;Q08493;Q08493-2	317	712
P63244	Q08499	1	4	10329691	MI:0096 - pull down	P63244;Q08499-1;Q08499-4;Q08499-5;Q08499-7	317	809
P63328	Q62108	0	1	19455133	MI:0676 - tandem affinity purification	P63328;Q62108	521	724
P63330	Q9EP53	1	1	18291711	MI:0019 - coimmunoprecipitation	P63330;Q9EP53	309	1161
P67775	Q92572	1	1	17163575	MI:0096 - pull down	P67775;Q92572	309	193
P68254	Q8CBD1	1	1	18628823	MI:0019 - coimmunoprecipitation	P68254;Q8CBD1	245	1161
P68400	Q9UBF6	1	1	10512750	MI:0018 - two hybrid	P68400;Q9UBF6	391	113
P70188	Q03059	1	1	19088126	MI:0029 - cosedimentation through density gradient	P70188;Q03059	793	641
P70196	Q62523	1	1	17092936	MI:0007 - anti tag coimmunoprecipitation; MI:0096	P70196;Q62523	530	564
P70196	Q8BFW7	1	1	17092936	MI:0007 - anti tag coimmunoprecipitation; MI:0096	P70196;Q8BFW7	530	613
P70217	P97471	1	1	16087734	MI:0018 - two hybrid	P70217;P97471	339	551
P70217	Q60954	0	1	15617687	MI:0018 - two hybrid	P70217;Q60954	339	390
P70323	P97454	1	1	19557177	MI:0004 - affinity chromatography technologies	P70323;P97454	479	465
P70323	P97471	1	1	19557177	MI:0004 - affinity chromatography technologies	P70323;P97471	479	551
P70371	Q3UES3	1	1	12080061	MI:0004 - affinity chromatography technologies	P70371;Q3UES3	421	1166
P70371	Q6PFX9	1	1	12080061	MI:0004 - affinity chromatography technologies	P70371;Q6PFX9	421	1320
P78347	Q13976	1	1	16166082	MI:0096 - pull down	P78347;Q13976	998	671
P78352	Q05586	1	1	9482789	MI:0018 - two hybrid	P78352;Q05586	724	938
P78364	Q92769	1	1	10581039	MI:0018 - two hybrid	P78364;Q92769	1004	488
P78396	Q14186	1	1	7969176	MI:0019 - coimmunoprecipitation	P78396;Q14186	465	410
P79348	Q9Z0G0	1	1	9770488	MI:0018 - two hybrid	P79348;Q9Z0G0	374	333
P82471	Q5SNZ0	1	1	15749703	MI:0018 - two hybrid	P82471;Q5SNZ0	359	1873
P83436	Q14746	1	1	15047703	MI:0019 - coimmunoprecipitation	P83436;Q14746	770	738
P83436	Q8WTW3	1	1	15047703	MI:0019 - coimmunoprecipitation	P83436;Q8WTW3	770	980
P83436	Q96JB2	1	1	15047703	MI:0019 - coimmunoprecipitation	P83436;Q96JB2	770	828
P83436	Q9H9E3	0	1	16020545	MI:0018 - two hybrid; MI:0007	P83436;Q9H9E3	770	785
P83876	Q15029	1	1	16723661	MI:0018 - two hybrid	P83876;Q15029	142	972
P83876	Q53GS9	0	1	16723661	MI:0018 - two hybrid	P83876;Q53GS9	142	565
P83876	Q6P2Q9	1	1	16723661	MI:0018 - two hybrid	P83876;Q6P2Q9	142	2335
P83916	Q13263	0	1	10022127	MI:0018 - two hybrid	P83916;Q13263	185	835
P84022	Q01094	1	1	12150994	MI:0007 - anti tag coimmunoprecipitation	P84022;Q01094	425	437
P84022	Q08999	1	2	12150994;20359370	MI:0007 - anti tag coimmunoprecipitation | MI:0019 - coimmunoprecipitation, MI:0110 - text mining	P84022;Q08999	425	1139
P84022	Q13547	1	1	10575014	MI:0007 - anti tag coimmunoprecipitation	P84022;Q13547	425	482
P84022	Q96ST3	1	1	10575014	MI:0007 - anti tag coimmunoprecipitation	P84022;Q96ST3	425	1273
P84022	Q9UPN9	1	1	15820681	MI:0007 - anti tag coimmunoprecipitation	P84022;Q9UPN9	425	1127
P84103	Q02040	1	1	16982639	MI:0018 - two hybrid	P84103;Q02040	164	695
P92973	Q8W420	1	1	15310821	MI:0018 - two hybrid	P92973;Q8W420	608	611
P97287	Q07813	1	1	17180040	MI:0019 - coimmunoprecipitation	P97287;Q07813	331	192
P97428	Q9Z0G0	1	1	9770488	MI:0018 - two hybrid	P97428;Q9Z0G0	201	333
P97471	Q62424	1	1	16087734	MI:0018 - two hybrid	P97471;Q62424	551	386
P97471	Q922H7	1	1	15239668	MI:0019 - coimmunoprecipitation	P97471;Q922H7	551	247
P97503	Q60974	1	1	14612411	MI:0006 - anti bait coimmunoprecipitation	P97503;Q60974	333	2453
P97503	Q8C2B3	1	1	14612411	MI:0006 - anti bait coimmunoprecipitation	P97503;Q8C2B3	333	938
P97503	Q9WU42	1	1	14612411	MI:0006 - anti bait coimmunoprecipitation	P97503;Q9WU42	333	2472
P97503	Q9Z2V6	1	1	14612411	MI:0006 - anti bait coimmunoprecipitation	P97503;Q9Z2V6	333	1113
P98170	Q13077	1	1	16891304	MI:0019 - coimmunoprecipitation	P98170;Q13077	497	416
Q00262	Q80T23	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q00262;Q80T23	289	753
Q00262	Q99N48	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q00262;Q99N48	289	607
Q00262	Q99N50	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q00262;Q99N50	289	950
Q00526	Q9UBD5	1	1	15232106	MI:0096 - pull down	Q00526;Q9UBD5	305	711
Q00688	Q13330	1	1	12920132	MI:0004 - affinity chromatography technologies	Q00688;Q13330	224	715
Q00960	Q8K430	1	1	17062563	MI:0019 - coimmunoprecipitation	Q00960;Q8K430	1482	640
Q00987	Q9H2X6	1	1	11532197	MI:0113 - western blot	Q00987;Q9H2X6	491	1198
Q01081	Q02040	1	1	16982639	MI:0018 - two hybrid	Q01081;Q02040	240	695
Q01094	Q06546	1	1	11884602	MI:0006 - anti bait coimmunoprecipitation	Q01094;Q06546	437	454
Q01094	Q06547	1	1	11884602	MI:0006 - anti bait coimmunoprecipitation	Q01094;Q06547	437	395
Q01094	Q15796	1	1	12150994	MI:0007 - anti tag coimmunoprecipitation	Q01094;Q15796	437	467
Q01130	Q02040	1	1	16982639	MI:0018 - two hybrid	Q01130;Q02040	221	695
Q01147	Q60972	1	1	10866654	MI:0018 - two hybrid	Q01147;Q60972	327	425
Q01279	Q9QUQ5	1	1	16144838	MI:0006 - anti bait coimmunoprecipitation	Q01279;Q9QUQ5	1210	974
Q01593	Q9LZP8	1	1	19531597	MI:0018 - two hybrid	Q01593;Q9LZP8	720	146
Q01705	Q09163	1	1	20457810	MI:0019 - coimmunoprecipitation	Q01705;Q09163	2531	385
Q01705	Q8C863	0	1	18628966	MI:0004 - affinity chromatography technologies	Q01705;Q8C863	2531	864
Q01780	Q06265	0	1	15231747	MI:0018 - two hybrid	Q01780;Q06265	885	439
Q01780	Q13868	0	1	15231747	MI:0018 - two hybrid	Q01780;Q13868	885	293
Q01780	Q15024	0	1	12419256	MI:0018 - two hybrid	Q01780;Q15024	885	291
Q01780	Q5RKV6	0	1	12419256	MI:0018 - two hybrid	Q01780;Q5RKV6	885	272
Q01780	Q96B26	0	1	12419256	MI:0018 - two hybrid	Q01780;Q96B26	885	276
Q01780	Q9NPD3	0	1	12419256	MI:0018 - two hybrid	Q01780;Q9NPD3	885	245
Q01780	Q9NQT4	0	1	12419256	MI:0018 - two hybrid	Q01780;Q9NQT4	885	235
Q01780	Q9NQT5	0	1	15231747	MI:0018 - two hybrid	Q01780;Q9NQT5	885	275
Q01780	Q9Y2L1	0	1	12419256	MI:0018 - two hybrid	Q01780;Q9Y2L1	885	958
Q01780	Q9Y3B2	0	1	15231747	MI:0018 - two hybrid	Q01780;Q9Y3B2	885	195
Q01844	Q96AX2	0	1	16189514	MI:0004 - affinity chromatography technologies	Q01844;Q96AX2	656	223
Q01844	Q96G75	0	1	16189514	MI:0004 - affinity chromatography technologies	Q01844;Q96G75	656	393
Q02248	Q02257	1	1	17925400	MI:0006 - anti bait coimmunoprecipitation	Q02248;Q02257	781	745
Q02248	Q8BN78	1	1	10207085	MI:0019 - coimmunoprecipitation	Q02248;Q8BN78	781	671
Q02535	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q16828	119	381
Q02535	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q70SY1	119	520
Q02535	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q8TAU0	119	364
Q02535	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q8TBX8	119	421
Q02535	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q92785	119	391
Q02535	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q93096	119	173
Q02535	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q9H2S9	119	585
Q02535	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q9H6S3	119	715
Q02535	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q9NQX6	119	463
Q02535	Q9UDV6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q9UDV6	119	495
Q02535	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q02535;Q9UHR5	119	308
Q02763	Q9Y5C1	1	1	11877390	MI:0019 - coimmunoprecipitation	Q02763;Q9Y5C1	1124	460
Q03137	Q99N11	1	1	12138158	MI:0019 - coimmunoprecipitation	Q03137;Q99N11	986	184
Q03141	Q64092	1	1	20214879	MI:0019 - coimmunoprecipitation	Q03141;Q64092	753	572
Q03167	Q15942	1	1	15084601	MI:0096 - pull down	Q03167;Q15942	851	572
Q04047	Q08473	1	1	10585281	MI:0019 - coimmunoprecipitation	Q04047;Q08473	700	344
Q04206	Q92769	1	1	11564889	MI:0019 - coimmunoprecipitation	Q04206;Q92769	551	488
Q04207	Q04863	1	1	9070378	MI:0004 - affinity chromatography technologies	Q04207;Q04863	549	558
Q04656	Q9UJW0	1	1	16554302	MI:0019 - coimmunoprecipitation	Q04656;Q9UJW0	1500	460
Q04724	Q9BQ87	1	1	15607978	MI:0007 - anti tag coimmunoprecipitation	Q04724;Q9BQ87	770	522
