sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score
38	HSA	213	9606	gp120	3700	11676	no_binding	SPR	surface plasmon resonance spectroscopy	Also no binding to gp120 was measured using normal, non-modified HSA, BSA and MSA (Figure 2b, d, f).	This regeneration procedure retained the ability of immobilized gp120 to bind rCD4 and V2- and V3-loop specific antibodies.	In these control experiments response units (RU) in SPR were also below 5 RU.	20525179	PMC2887905	Neutralization of X4- and R5-tropic HIV-1 NL4-3 variants by HOCl-modified serum albumins	CLAIM:000342155:0-1	PAIR2:GENE:213|GENE:3700	CLAIM:000342155	706f48e75b739b7565149465039378ec8ed4d8a9	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	0	0	0	0	0	0	151.0
39	HD5	1670	9606	HLA-B27	3106	9606	no_binding	SPR	SPR	Immobilized free-heavy chains (D) or HLA-B27 heterotrimers (E) did not interact with HD5 and Kd values were not fitted.	C) HD5 and ligand (B272) have a Kd of 0.32 nM.	(F) Blocking competition experiments in SPR were performed by immobilizing B272 to a streptavidin chip followed by injection of HD5 to form B272-HD5 complexes.	26125554	PMC4488392	HLA-B27-Homodimer-Specific Antibody Modulates the Expansion of Pro-Inflammatory T-Cells in HLA-B27 Transgenic Rats	CLAIM:000264167:0-1	PAIR2:GENE:1670|GENE:3106	CLAIM:000264167	341f0a988ff1e25205ba69f9eabb3a15cddec6dc	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	negative_control	1	1	none_detected	0	0	0	0	0	0	151.0
40	Mhrt	104564225	10090	MBP	4155	9606	no_binding	SPR	SPR	D1D2 showed the highest Mhrt binding affinity (Kd = 0.76 muM); D1 moderate (Kd = 1.8 muM); D2 modest (Kd > 150 muM); MBP no binding (Fig.	9a).	3h and 3i).	25119045	PMC4184960	A long non-coding RNA protects the heart from pathological hypertrophy	CLAIM:000061848:0-1	PAIR2:GENE:104564225|GENE:4155	CLAIM:000061848	4d63797d08dff4b7fdcd9264794111c57301ee66	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	1	0	0	1	0	0	147.0
41	JAK2KD	374199	10090	SOCS1DeltaKIR	8651	9606	no_binding	ITC	ITC	Surprisingly, no binding was detected between SOCS1DeltaKIR and JAK2KD by ITC, gel filtration or NMR (Fig.		7a, b, e).	29674694	PMC5908791	The molecular basis of JAK/STAT inhibition by SOCS1	CLAIM:000222228:0-1	PAIR2:GENE:374199|GENE:8651	CLAIM:000222228	d520715f2efdd5d93a74ea03786b96e480c58f71	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	positive_control	1	1	none_detected	1	0	1	0	0	0	147.0
42	IgG3	3502	9606	PHF-tau	4137	9606	no_binding	BLI	BLI	Only the IgG3 subclass of 1D9 does not bind to PHF-tau in solution. a-h.	1D9 and 2B8 IgG subclasses bind recombinant tau in solid phase BLI assay; 1D9 IgG2B has highest affinity of the subclasses for tau in solid phase ELISA.	In the BLI experiments, biosensors were loaded with biotinylated recombinant tau (rec-tau).	36099813	PMC9475275	Single domain antibodies targeting pathological tau protein: Influence of four IgG subclasses on efficacy and toxicity	CLAIM:000043255:0-1	PAIR2:GENE:3502|GENE:4137	CLAIM:000043255	20b3d427423ff5451bb02a51ccfeb725d9ea8202	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0
43	GB1	2550	9606	WIPI3	56270	4932	no_binding	SPR	SPR	As the control, GB1 alone did not bind to WIPI3, but both ATG2Along and ATG2Ashort bound to WIPI3 with a similar affinity (with the Kd of 8.6 +- 0.1 muM and 8.7 +- 0.1 muM, respectively) (Supplementary Fig.	1a, b).	1c), indicating that the N-terminal 15 residues of ATG2Along is not involved in the binding to WIPI3.	32483132	PMC7264293	Multi-site-mediated entwining of the linear WIR-motif around WIPI beta-propellers for autophagy	CLAIM:000061512:0-1	PAIR2:GENE:2550|GENE:56270	CLAIM:000061512	aa6e7b23e850b8cada6f22302ae51c0029ad7bc1	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0
44	Imac	36876	10090	Rab5	37395	10090	no_binding	coIP	co-immunoprecipitation	Furthermore, Imac was not co-immunoprecipitated with Rab5 in reciprocal co-IP experiments (S22C and S22D Fig).	These data suggest the selectivity of the interaction between Prd1 and the kinesin-3 Imac.	Taken together, our biochemical and cell biological data imply that Prd1 might interact with Imac and recruit alpha-Ada to Imac in vivo to facilitate endo-lysosomal degradation in ddaC sensory neurons.	30142146	PMC6126864	Prd1 associates with the clathrin adaptor alpha-Adaptin and the kinesin-3 Imac/Unc-104 to govern dendrite pruning in Drosophila	CLAIM:000078833:0-1	PAIR2:GENE:36876|GENE:37395	CLAIM:000078833	9af0960ed91488d69fcfdb66f8390928bb48838e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	0	0	1	0	0	0	143.0
45	extracellular domains of human HFE	3077	9606	TFR2	7036	9606	no_binding	SPR	co-immunoprecipitation	We find no detectable binding between TfR2 and HFE by co-immunoprecipitation or using a surface plasmon resonance-based assay.	To investigate the relationship between TfR, TfR2, Tf, and HFE, we performed a series of binding experiments using soluble forms of these proteins.	The affinity of TfR2 for iron-loaded Tf was determined to be 27 nm, 25-fold lower than the affinity of TfR for Tf.	11027676		Comparison of the interactions of transferrin receptor and transferrin receptor 2 with transferrin and the hereditary hemochromatosis protein HFE.	CLAIM:000343450:0-1	PAIR2:GENE:3077|GENE:7036	CLAIM:000343450	721f4bcb8b3d33902fd14dd4616d322450647df0	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0
46	IpaH7.8	13917161	623	GSDMB	55876	10090	no_binding	ITC	ITC	ND no detectable binding. d ITC analysis of IpaH7.8 binding to CTD of GSDMB.	Shown on the bottom is SDS-PAGE analysis of the elution fractions corresponding to the GSDMB-LRR complex. c ITC-based measurements quantifying the binding affinities between GSDMB and IpaH7.8.	ND no detectable binding.	36599845	PMC9813358	Insights into the GSDMB-mediated cellular lysis and its targeting by IpaH7.8	CLAIM:000117033:0-1	PAIR2:GENE:13917161|GENE:55876	CLAIM:000117033	8f95a16ed9e88831916286139aa6ecac8f754f85	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0
47	Programmed Death-1	18566	10090	SEB	26040	9606	no_binding	SPR	SPR	By contrast, soluble costimulatory receptor Programmed Death-1 (PD-1) failed to bind SEB (Figure 3D).	Thus, SEB binds CD28 with similar affinity as TCR and MHC-II.		21931534	PMC3172200	Binding of Superantigen Toxins into the CD28 Homodimer Interface Is Essential for Induction of Cytokine Genes That Mediate Lethal Shock	CLAIM:000297463:0-1	PAIR2:GENE:18566|GENE:26040	CLAIM:000297463	42481ff96f3967a0f293c7a0d00ede82b29865d3	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0
48	Inactive (GDP-bound) KRAS	3845	9606	SHANK3 SPN-ARR	85358	10090	no_interaction	ITC	ITC	Inactive (GDP-bound) KRAS showed no interaction with SHANK3 SPN-ARR in ITC measurements (Fig.	2a-d).	2d), indicating that the interactions were specific to GTP-bound KRAS.	39266533	PMC11393128	SHANK3 depletion leads to ERK signalling overdose and cell death in KRAS-mutant cancers	CLAIM:000178199:0-1	PAIR2:GENE:3845|GENE:85358	CLAIM:000178199	83bb4cfe3dfa12e0e51113a232ee7262fef9a4f4	REVIEW_ENTITY_MAPPING	uncertain	canonical_possible	entity_mapping_flag	purified_components	1	1	none_detected	1	0	0	1	0	0	142.0
49	ASC	29108	9606	DHX33	56919	10090	no_binding	coIP	co-immunoprecipitation	In the co-immunoprecipitation assay, ASC did not bind to DHX33 (Figure 6F).	To examine whether DHX33 was able to bind ASC directly, we co-transfected vectors encoding HA-DHX33 and either Myc-ASC or Myc-NLRP3 into HEK293T cells that endogenously expressed neither NLRP3 nor ASC.	In addition, an in-vitro binding assay using recombinant DHX33 and ASC protein generated in E. coli did not show the interaction of these molecules (Figure S4C).	23871209	PMC3756931	The DEAH box RNA helicase DHX33 senses cytosolic RNA and activates the NLRP3 inflammasome	CLAIM:000191435:0-1	PAIR2:GENE:29108|GENE:56919	CLAIM:000191435	cba47e00f44ce4776fce3dcbc755d93ae8b08250	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	141.0
50	DIS3L2	129563	9606	PABPC1	26986	9606	no_interaction	coIP	Co-IP	The results showed a PABPN1-DIS3L2 interaction in the positive control; however, PABPC1 did not interact with DIS3L2 (Figure 5A).	Thus, we performed Co-IP to detect the interaction between PABPC1 and DIS3L2.		34904664	PMC8855302	Nuclear poly(A) binding protein 1 (PABPN1) mediates zygotic genome activation-dependent maternal mRNA clearance during mouse early embryonic development	CLAIM:000124831:0-1	PAIR2:GENE:129563|GENE:26986	CLAIM:000124831	5b66d0c0a8558b1677822c565ade6acbe3ab5a64	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	0	0	1	0	0	0	141.0
51	ATG2A	107131170	10090	WIPI1	55062	9606	no_binding	pull_down	affinity pull-down assay	We first tested the bimolecular interaction between WIPI1 and ATG2A using an affinity pull-down assay, which detected no binding of free WIPI1 to bead-immobilized ATG2A (Figure 5A).	Because the ability of WIPI1 to recruit ATG2A has not been reported, we investigated the membrane recruitment of ATG2A by these WIPIs.	The same assay with WIPI4 showed its stable association with ATG2A, contrasting to the result with WIPI1.	31271352	PMC6625793	The autophagic membrane tether ATG2A transfers lipids between membranes	CLAIM:000180866:0-1	PAIR2:GENE:107131170|GENE:55062	CLAIM:000180866	c6995b6225cff375fe0b6a1623c8ea7eb26a9b5a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	141.0
52	RhoC	389	9606	Pak6	56924	9606	no_binding	pull_down	pull-down	Furthermore, our pull-down assays demonstrate that Pak6 does not interact with RhoC.	However, RhoC does not have an equivalent serine residue between its polybasic region and CAAX motif, so is unlikely to be regulated by this mechanism.	Given this finding it may be that, as with Rac-mediated inhibition of RhoA, Pak6 suppresses the activity of RhoC by phosphorylating one or more RhoGEF.	28486133	PMC5425256	RhoD Inhibits RhoC-ROCK-Dependent Cell Contraction via PAK6	CLAIM:000199900:0-1	PAIR2:GENE:389|GENE:56924	CLAIM:000199900	775d53655484d9e6cb279f132401e694ccaae251	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	141.0
53	Elmo3	234683	10090	Med31	51003	10090	no_binding	pull_down	pull-down	Elmo1 and Elmo2 readily associated with Med31, while Elmo3 did not bind Med31 (Fig.	Elmo1 is ubiquitously expressed, with enriched expression in cells of the monocytes/macrophage lineage, while Elmo2 and Elmo3 have more restricted expression patterns.	S4A).	23273896	PMC3556191	A link between the cytoplasmic engulfment protein Elmo1 and the Mediator complex subunit Med31	CLAIM:000016066:0-1	PAIR2:GENE:234683|GENE:51003	CLAIM:000016066	e454351763f2b55c570ae15daf570cb6e99942fa	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	141.0
54	glyceraldehyde 3-phosphate dehydrogenase	2597	9606	MBP	4155	9606	no_interaction	pull_down	pull-down	As an additional control, we also examined whether endogenous glyceraldehyde 3-phosphate dehydrogenase (GAPDH) was also eluted with the recombinant proteins and found that GAPDH did not interact with either MBP or MBP-RACK1 (Fig 2B right lower panel).	We found that endogenous beta-actin bound MBP-RACK1 but not MBP (Fig 2B, right upper panel).	Together, these data demonstrate that the association of RACK1 and beta-actin is specific.	27505161	PMC4978483	Activation of the cAMP Pathway Induces RACK1-Dependent Binding of beta-Actin to BDNF Promoter	CLAIM:000228572:0-1	PAIR2:GENE:2597|GENE:4155	CLAIM:000228572	031eaeaf377dde41a69a4dfe94de7f53e37cf04d	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	0	1	0	1	0	0	141.0
55	Gbp2	2634	9606	RRM3	856426	4932	no_interaction	fluorescence_anisotropy	unknown	Binding to Gbp2 RRM1 is at least 10 times weaker and Gbp2 RRM3 does not interact in the concentration range tested.	Fluorescence anisotropy titrations showed that this RNA interacts with Gbp2 RRM2 (Figure 2A and Table 2) (Kd ~ 50 muM).	RRM12 and RRM123 bind with similar apparent affinity but ~10 times stronger than RRM2 (Figure 2A and Table 2).	26602689	PMC4705658	Gbp2 interacts with THO/TREX through a novel type of RRM domain	CLAIM:000257426:0-1	PAIR2:GENE:2634|GENE:856426	CLAIM:000257426	849ea1e129c55f23399dd3b3bcda96cdc14d7356	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	140.0
56	PTEN	5728	9606	NCAPG	64151	9606	no_binding	coIP	Co-IP	A A Co-IP assay showed that endogenous NCAPG and PTEN did not bind directly.	NCAPG enhances the phosphorylation of PTEN through CKII.	B Co-IP assay of endogenous NCAPG and CKII in MHCC97H and HCCLM3 cells.	35864529	PMC9301831	NCAPG promotes the proliferation of hepatocellular carcinoma through the CKII-dependent regulation of PTEN	CLAIM:000336945:0-1	PAIR2:GENE:5728|GENE:64151	CLAIM:000336945	949b5c49efa1d59ca5c2dfc47c0939a51b2374dd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	139.0
57	LDHA	3939	9606	METTL3	56339	9606	no_binding	coIP	Co-IP	Immediately after this analysis, we demonstrated by Co-IP that LDHA did not bind to METTL3 (Fig.	S10A).	S10B).	39384750	PMC11464708	CircMETTL3-156aa reshapes the glycolytic metabolism of macrophages to promote M1 polarization and induce cytokine storms in sHLH	CLAIM:000239978:0-1	PAIR2:GENE:3939|GENE:56339	CLAIM:000239978	81369d30a7d2630732390a0068bce769356be54d	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	139.0
58	Cdk2	1017	9606	ACLY	47	9606	no_binding	pull_down	GST pull-down assay	A GST pull-down assay revealed cyclin E as the direct binding partner of ACLY (Figure 1C) and further demonstrated that Cdk2 does not bind directly to ACLY.	Because Cdk2 is the primary binding partner of cyclin E, we examined whether cyclin E or Cdk2 directly binds ACLY.	ACLY is phosphorylated post-translationally by multiple proteins, including cAMP-dependent protein kinase, GSK3beta, nucleoside diphosphate kinase (NDPK) and protein kinase B (Akt).	26928812	PMC4873469	Cyclin E associates with the lipogenic enzyme ATP-citrate lyase to enable malignant growth of breast cancer cells	CLAIM:000047225:0-1	PAIR2:GENE:1017|GENE:47	CLAIM:000047225	078ec58132c514dc9e595ef6601a0a61d2a98461	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_control	1	1	none_detected	1	1	1	0	1	0	139.0
59	ENY2	100347973	10090	Cbp80	44409	10090	no_interaction	coIP	unknown	However, no interaction was observed between Cbp80 and ENY2 or Nonstop (Figure 5F).	Experiments on co-immunoprecipitation from the embryonic extract confirmed the Cbp80-Sgf11 interaction, suggesting that these proteins may form an individual complex.	Thus, it appears that DUBm does not interact with Cbp80.	22989713	PMC3510517	The DUBm subunit Sgf11 is required for mRNA export and interacts with Cbp80 in Drosophila	CLAIM:000269199:0-1	PAIR2:GENE:100347973|GENE:44409	CLAIM:000269199	68a74afddb41801c589f55500b80d9e355f88a99	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0
60	GABPA	2551	9606	TAL1	6886	9606	no_interaction	coIP	co-immunoprecipitation	Furthermore, our co-IP studies show that TAL1 does not interact with GABPA.	This is particularly interesting since the 'redundant' Ets motif is found within housekeeping gene promoters while the ETS1-specific motif is specifically enriched within enhancers of T-cell genes.	These key findings are consistent with the idea that TAL1 acts on T-cell-specific genes in T-ALL.	21179004	PMC3034015	Differential genomic targeting of the transcription factor TAL1 in alternate haematopoietic lineages	CLAIM:000190938:0-1	PAIR2:GENE:2551|GENE:6886	CLAIM:000190938	d42bac2a1d9151b6d3b9c12d5d4325b1972069f5	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0
61	ABRO1	23172	9606	MDM2	4193	9606	no_interaction	coIP	co-immunoprecipitation	The co-immunoprecipitation (Co-IP) assay also showed no interaction between ABRO1 and MDM2, and overexpression of ABRO1 failed to affect the mutual binding of p53 and MDM2 (Supplementary Fig.	6d,e).	6f).	25283148	PMC4205886	ABRO1 suppresses tumourigenesis and regulates the DNA damage response by stabilizing p53	CLAIM:000162315:0-1	PAIR2:GENE:23172|GENE:4193	CLAIM:000162315	bfd109cae7757762c9eebb4420428f3c4f306351	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0
62	VASP	514902	10090	PFN3	521379	10090	no_binding	Y2H	yeast two-hybrid	PFN3-containing diploids revealed significant but weaker binding to DIAPH3, and no binding to VASP.	Diploids containing PFN2 and VASP or PFN2 and Diaph3 showed significant activity, reflecting the ability of PFN2 interact with these proteins.	PFN4 failed to interact with both proteins.	19419568	PMC2694148	Testis-expressed profilins 3 and 4 show distinct functional characteristics and localize in the acroplaxome-manchette complex in spermatids	CLAIM:000112818:0-1	PAIR2:GENE:514902|GENE:521379	CLAIM:000112818	4bba59f78c1228afd20db51875d7b61510192d03	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control;negative_control	1	1	none_detected	0	1	1	0	0	0	137.0
