ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:000051	P39748	P49005	9606	6tnz	1	6tnz-assembly1.cif.gz	H	B	A	P28340	8	ELECTRON MICROSCOPY			49.467	54.951	robust_ge_10A	0	306	431	0.8053	0.9190	0.8053	0.9190	3.248	2.530	6	98	4	3	43	48	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000052	Q13426	Q9NP87	9606	9n81	1	9n81-assembly1.cif.gz	D	M	F	P49917	16	ELECTRON MICROSCOPY			44.251	52.221	robust_ge_10A	0	202	428	0.6012	0.8359	0.6012	0.8664	2.807	2.781	37	6	18	20	5	5	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000053	P07839	Q75VY9	3055	7wzn	1	7wzn-assembly1.cif.gz	G	I	A	P12154	16	ELECTRON MICROSCOPY			24.181	25.014	robust_ge_10A	0	39	202	0.9512	0.6779	0.3095	0.7566	3.299	3.543	19	23	8	8	15	10	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000054	O43402	Q9NPA0	9606	8j0o	1	8j0o-assembly1.cif.gz	H	G	C	Q9P0I2	10	ELECTRON MICROSCOPY			50.964	52.966	robust_ge_10A	0	195	139	0.9286	0.5744	0.9286	0.5744	2.274	3.512	6	5	5	4	2	3	0	8	4	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000055	E9NPS7	I0YQ46	574566	9kqp	1	9kqp-assembly1.cif.gz	A	P	F	I0Z7V3	24	ELECTRON MICROSCOPY			11.714	14.147	robust_ge_10A	0	740	222	0.9854	0.8706	0.9854	0.8706	2.496	2.715	63	19	25	29	9	7	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000056	P09192	P29256	1111708	8am5	1	8am5-assembly1.cif.gz	B	L	H	P29255	17	ELECTRON MICROSCOPY			57.258	60.577	robust_ge_10A	0	278	142	0.8274	0.8606	0.7898	0.8606	7.257	2.405	0	75	0	0	36	29	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000057	C4R3Z5	C4R5R1	644223	8yfq	1	8yfq-assembly1.cif.gz	K	P	A	C4R4Y0	14	ELECTRON MICROSCOPY			24.009	29.888	robust_ge_10A	0	113	746	0.9576	0.7416	0.9576	0.7505	2.494	3.317	42	8	19	19	4	4	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000058	O14810	P60880	9606	3rl0	5	3rl0-assembly5.cif.gz	KA	T	Q	P63027	5	X-RAY DIFFRACTION			9.031	14.974	borderline_8_to_10A	0	44	62	0.7213	0.9538	0.3284	0.3010	2.267	2.790	9	47	5	5	19	21	1	9	9	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000059	A0A444WZ62	A0A445CVZ9	3818	8zom	1	8zom-assembly1.cif.gz	H	F	D	A0A445EV57	20	ELECTRON MICROSCOPY			43.944	50.264	robust_ge_10A	0	64	117	1.0000	1.0000	0.7111	0.9512	2.491	2.823	71	21	28	29	8	13	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000060	D7P897	K0J903	37502	6rdf	1	6rdf-assembly1.cif.gz	G	D	B	Q85JD5	13	ELECTRON MICROSCOPY			11.960	15.010	robust_ge_10A	0	124	245	0.8212	0.7538	0.8212	0.7538	2.339	2.408	112	56	39	50	25	21	1	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000061	Q8DIP0	Q8DLJ8	197221	7nhp	1	7nhp-assembly1.cif.gz	E	Q	D	Q8CM25	18	ELECTRON MICROSCOPY			13.181	16.958	robust_ge_10A	0	77	112	0.9167	0.9655	0.9167	0.9655	2.772	3.110	70	29	22	28	13	16	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000062	O49653	Q6NMZ4	3702	8k20	1	8k20-assembly1.cif.gz	A	C	B	Q94K14	6	ELECTRON MICROSCOPY			12.792	15.461	robust_ge_10A	0	337	171	0.9547	0.9607	0.9547	0.9942	2.776	2.283	35	77	20	16	28	30	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000063	O19882	O19928	2771	4yuu	2	4yuu-assembly2.cif.gz	BA	V	U	O19895	21	X-RAY DIFFRACTION			35.097	37.477	robust_ge_10A	0	34	503	0.8947	0.9882	0.8947	0.9882	2.484	2.461	42	50	18	18	21	18	1	4	4	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000064	P31376	Q12464	559292	9b1e	1	9b1e-assembly1.cif.gz	K	F	B	Q03388	19	ELECTRON MICROSCOPY			43.333	47.047	robust_ge_10A	0	322	443	0.5152	0.9406	0.5152	0.9406	2.277	2.690	171	73	70	57	23	23	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000065	P42919	P56849	224308	9bs0	1	9bs0-assembly1.cif.gz	C	X	W	P50743	23	ELECTRON MICROSCOPY			59.735	60.201	robust_ge_10A	0	266	47	0.9603	0.9592	0.9603	0.9592	6.083	3.061	0	20	0	0	11	11	0	18	1	18	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000066	Q2FW20	Q2FXK6	93061	8bh6	1	8bh6-assembly1.cif.gz	H	D	E	Q2FW23	19	ELECTRON MICROSCOPY			14.165	19.897	robust_ge_10A	0	131	192	0.9924	0.9600	0.9924	0.9600	2.344	2.816	31	26	14	13	11	12	1	15	15	15	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000067	P13192	P69416	4513	7ewk	1	7ewk-assembly1.cif.gz	F	C	B	A1E9J0	15	ELECTRON MICROSCOPY			11.199	13.253	robust_ge_10A	0	158	81	1.0000	1.0000	0.6723	1.0000	2.819	2.598	48	40	21	21	24	14	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000068	O94376	O94646	284812	5n9j	1	5n9j-assembly1.cif.gz	D	J	G	Q9Y821	15	X-RAY DIFFRACTION			25.531	27.846	robust_ge_10A	0	135	198	0.9783	0.9900	0.9783	0.9900	3.197	2.965	21	6	12	10	4	4	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000069	A0A6I8WFT8	C1K003	3046	9mgw	1	9mgw-assembly1.cif.gz	L	R	E	A0A6I8WFU2	23	ELECTRON MICROSCOPY			28.600	34.180	robust_ge_10A	0	165	196	0.7112	0.8596	1.0123	0.8596	3.169	3.575	14	13	8	6	5	6	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000070	Q969L4	Q9UKF6	9606	6v4x	1	6v4x-assembly1.cif.gz	C	H	G	P62308	10	ELECTRON MICROSCOPY			19.473	25.991	robust_ge_10A	0	74	499	0.8605	0.7295	0.6016	0.7295	2.585	2.569	55	24	19	19	9	12	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000071	A0A069Q263	A0A069QC99	287	6spe	1	6spe-assembly1.cif.gz	F	U	R	A0A2V3DLV3	20	ELECTRON MICROSCOPY			9.777	15.731	borderline_8_to_10A	0	105	62	1.0000	0.9841	0.7554	0.8732	2.602	3.589	26	6	13	13	4	4	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000072	P38751	P40465	559292	5xyn	1	5xyn-assembly1.cif.gz	C	B	A	Q12318	4	X-RAY DIFFRACTION			19.717	23.052	robust_ge_10A	0	146	186	0.9733	0.8732	0.9733	0.8732	2.666	2.361	106	69	39	28	28	27	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000073	P00044	P07256	559292	3cx5	1	3cx5-assembly1.cif.gz	W	L	O	P07143	23	X-RAY DIFFRACTION			65.832	71.012	robust_ge_10A	0	107	431	1.0000	1.0000	0.9817	0.9431	2.913	3.267	25	5	11	15	4	4	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000074	G0RZG4	G0SCD1	759272	8r1o	1	8r1o-assembly1.cif.gz	E	D	F	P0CT46	9	ELECTRON MICROSCOPY			12.760	20.670	robust_ge_10A	0	295	233	0.7143	0.9031	0.7143	0.9031	2.579	3.191	125	10	42	40	5	6	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000075	Q27RN4	Q27RN5	428	8xiw	1	8xiw-assembly1.cif.gz	C	D	A	Q27RN7	7	ELECTRON MICROSCOPY			14.878	17.675	robust_ge_10A	0	166	133	0.9822	0.9638	0.9822	0.9638	2.593	2.473	86	138	37	40	58	50	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000076	P0A9T8	P0ADA1	83333	9ge8	1	9ge8-assembly1.cif.gz	B	D	A	P77504	4	ELECTRON MICROSCOPY			74.336	76.340	robust_ge_10A	0	225	172	0.9298	0.9451	0.9868	0.8269	2.321	2.327	60	126	27	29	52	51	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000077	A8IH07	A8IJY7	3055	7ekq	1	7ekq-assembly1.cif.gz	N	Q	A	A8INX1	19	ELECTRON MICROSCOPY			45.257	48.789	robust_ge_10A	0	338	205	0.8825	0.9670	0.8145	0.8613	2.448	4.229	10	1	6	7	1	1	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000078	P07703	P36121	559292	8bws	1	8bws-assembly1.cif.gz	C	M	B	P22276	17	ELECTRON MICROSCOPY			45.537	48.299	robust_ge_10A	0	335	183	1.0000	0.6489	1.0000	0.6489	2.233	2.392	103	71	44	41	32	31	1	24	24	24	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000079	P28000	P47076	559292	7z31	1	7z31-assembly1.cif.gz	K	D	A	P04051	19	ELECTRON MICROSCOPY			32.454	37.563	robust_ge_10A	0	101	145	0.7113	0.9006	0.7113	0.9006	2.199	2.809	63	34	23	20	16	19	1	25	25	25	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000080	P01589	P31785	9606	9kmc	1	9kmc-assembly1.cif.gz	A	C	D	P60568	6	ELECTRON MICROSCOPY			14.159	17.397	robust_ge_10A	0	133	195	0.5542	0.8091	0.4890	0.5285	2.719	2.940	34	38	16	17	15	14	1	4	4	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000081	I7MDA9	I7MLZ4	312017	8th8	1	8th8-assembly1.cif.gz	Q	H	B	Q24DJ0	18	ELECTRON MICROSCOPY			102.402	104.896	robust_ge_10A	0	185	820	1.0000	0.9624	0.9158	0.9624	2.231	2.007	42	8	14	12	5	5	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000082	P9WGY5	P9WHJ5	83332	6bzo	1	6bzo-assembly1.cif.gz	E	G	D	P9WGY7	7	ELECTRON MICROSCOPY			15.710	19.452	robust_ge_10A	0	83	107	0.7545	0.9640	0.7545	0.9640	2.001	2.451	130	76	44	49	34	29	1	21	21	21	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000083	O19928	Q9TM46	2771	4yuu	2	4yuu-assembly2.cif.gz	V	W	X	Q9TM47	21	X-RAY DIFFRACTION			9.558	12.543	borderline_8_to_10A	0	503	449	0.9882	0.9761	0.9882	0.9761	2.421	2.464	175	51	70	59	19	20	1	4	4	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000084	Q940U6	Q9LU39	3702	5che	1	5che-assembly1.cif.gz	E	C	A	P42804	6	X-RAY DIFFRACTION			21.536	23.784	robust_ge_10A	0	119	250	0.7484	0.8065	0.3766	0.7886	2.241	2.875	50	34	22	19	17	16	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000085	Q23YW7	Q24CL2	312017	8th8	1	8th8-assembly1.cif.gz	E	G	L	I7LWE3	18	ELECTRON MICROSCOPY			29.163	34.797	robust_ge_10A	0	291	345	0.6218	1.0000	0.6218	1.0000	2.324	2.831	41	11	21	17	5	5	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000086	Q06339	Q12415	559292	8ffz	1	8ffz-assembly1.cif.gz	E	G	B	P34111	8	ELECTRON MICROSCOPY			49.361	54.012	robust_ge_10A	0	518	336	0.7708	0.7724	0.7708	0.7724	2.721	2.561	201	127	81	59	41	53	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000087	P20339	Q9P2Y5	9606	7bl1	1	7bl1-assembly1.cif.gz	F	A	C	Q99570	6	ELECTRON MICROSCOPY			12.915	13.552	robust_ge_10A	0	168	380	1.0000	0.5436	0.7814	0.5436	3.011	3.170	14	94	9	6	45	43	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:000088	Q05AW3	Q66IZ6	8355	7vci	1	7vci-assembly1.cif.gz	K	E	S	Q642R6	21	ELECTRON MICROSCOPY			87.568	92.249	robust_ge_10A	0	375	326	1.0000	1.0000	1.0000	1.0000	3.182	3.576	10	7	3	9	4	3	1	6	2	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000089	P53803	P63272	9606	8xrm	1	8xrm-assembly1.cif.gz	L	R	S	O00267	16	ELECTRON MICROSCOPY			44.457	51.713	robust_ge_10A	0	46	116	0.7931	0.9915	0.7931	0.9915	2.739	2.667	16	80	6	8	27	33	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000090	P20435	Q12004	559292	7o4l	1	7o4l-assembly1.cif.gz	F	E	C	Q02939	15	ELECTRON MICROSCOPY			44.006	45.830	robust_ge_10A	0	65	293	0.8553	0.8592	0.4194	0.8669	2.219	2.475	77	86	28	27	37	30	1	7	2	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000091	O95456	P28070	9606	8yix	1	8yix-assembly1.cif.gz	O	M	E	P25786	17	ELECTRON MICROSCOPY			27.589	30.037	robust_ge_10A	0	277	205	0.9618	0.8103	0.9618	0.7765	2.427	2.413	53	30	23	28	12	11	1	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000092	Q9CPW4	Q9CVB6	10090	7aqk	1	7aqk-assembly1.cif.gz	G	D	C	Q9WV32	18	ELECTRON MICROSCOPY			22.648	41.889	robust_ge_10A	0	116	281	0.7682	0.9367	0.7682	0.9367	3.332	3.585	0	0	0	0	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000093	Q57TX9	Q586H1	185431	6f5d	1	6f5d-assembly1.cif.gz	A	H	G	Q38CM0	12	X-RAY DIFFRACTION			21.563	24.955	robust_ge_10A	0	524	146	0.9357	0.8848	0.8973	0.8022	2.869	2.673	27	107	11	14	43	33	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000094	P50990	Q99471	9606	6nrd	1	6nrd-assembly1.cif.gz	H	U	F	P40227	22	ELECTRON MICROSCOPY			19.686	21.391	robust_ge_10A	0	510	127	0.9922	1.0000	0.9307	0.8247	2.499	2.722	86	14	27	36	6	6	1	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:000095	C4QZ45	C4R7H2	644223	7xn7	1	7xn7-assembly1.cif.gz	M	S	B	C4QZQ7	22	ELECTRON MICROSCOPY			21.287	26.258	robust_ge_10A	0	64	1187	0.5664	0.7898	0.5818	0.7913	2.547	2.309	29	28	13	13	8	14	1	12	12	12	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
