protein_a	protein_c	example_evidence	reason	details
F6RJC2	Q2KIR0	8otz-assembly1.cif.gz:KU-NU	assembly_exceeds_chain_cap	chains=575
F1N7G5	Q32LJ7	8otz-assembly1.cif.gz:AU-BV	assembly_exceeds_chain_cap	chains=575
E1BC62	G3X6E2	8otz-assembly1.cif.gz:CO-N	assembly_exceeds_chain_cap	chains=575
A0A3Q1MYU9	A0A3Q1N1R0	8otz-assembly1.cif.gz:CV-XA	assembly_exceeds_chain_cap	chains=575
A5PK71	A6QPC0	8otz-assembly1.cif.gz:YI-ZM	assembly_exceeds_chain_cap	chains=575
A0A3S5ZPE5	G3N1Q7	8otz-assembly1.cif.gz:FP-Z	assembly_exceeds_chain_cap	chains=575
E1BJL9	Q2TA38	8otz-assembly1.cif.gz:EU-RU	assembly_exceeds_chain_cap	chains=575
E1B9I5	G3X6E2	8otz-assembly1.cif.gz:UU-ZC	assembly_exceeds_chain_cap	chains=575
E1BKH1	F6RJC2	8otz-assembly1.cif.gz:LU-UT	assembly_exceeds_chain_cap	chains=575
A0A3Q1LJD6	A8SMG2	8otz-assembly1.cif.gz:HQ-ZH	assembly_exceeds_chain_cap	chains=575
A0A3Q1LJD6	E1BC62	8otz-assembly1.cif.gz:O-R	assembly_exceeds_chain_cap	chains=575
F1RID8	F1RS61	9cpc-assembly1.cif.gz:BC-IC	assembly_exceeds_chain_cap	chains=377
A0A4X1VNX0	F1RID8	9cpc-assembly1.cif.gz:BC-YB	assembly_exceeds_chain_cap	chains=377
A0A286ZZD2	A0A8D1WB49	9cpc-assembly1.cif.gz:MC-PC	assembly_exceeds_chain_cap	chains=377
A0A480NP79	A0A8D1CPW5	9cpc-assembly1.cif.gz:M-T	assembly_exceeds_chain_cap	chains=377
A0A286ZZD2	A0A4X1U4E1	9cpc-assembly1.cif.gz:E-NC	assembly_exceeds_chain_cap	chains=377
A0A286ZZD2	F1S0U2	9cpc-assembly1.cif.gz:MC-QC	assembly_exceeds_chain_cap	chains=377
A0A4X1VNX0	F1SV60	9cpc-assembly1.cif.gz:XA-YB	assembly_exceeds_chain_cap	chains=377
A0A8D0VZV9	F1RS61	9cpc-assembly1.cif.gz:IC-J	assembly_exceeds_chain_cap	chains=377
A0A287AA69	A0A5G2RCJ8	9cpc-assembly1.cif.gz:GC-KC	assembly_exceeds_chain_cap	chains=377
F1RID8	F1S0U2	9cpc-assembly1.cif.gz:CC-SC	assembly_exceeds_chain_cap	chains=377
A0A4X1VW16	F1SFB7	9cpc-assembly1.cif.gz:UC-VC	assembly_exceeds_chain_cap	chains=377
A0A287B1D0	A0A8D1WB49	9cpc-assembly1.cif.gz:DC-PC	assembly_exceeds_chain_cap	chains=377
A0A287AA69	A0A4X1SVE2	9cpc-assembly1.cif.gz:EC-GC	assembly_exceeds_chain_cap	chains=377
A0A287AA69	A0A4X1U4E1	9cpc-assembly1.cif.gz:E-GC	assembly_exceeds_chain_cap	chains=377
A0A5G2RCJ8	F1S0P7	9cpc-assembly1.cif.gz:C-KC	assembly_exceeds_chain_cap	chains=377
A0A287AA69	A0A4X1V0A0	9cpc-assembly1.cif.gz:AC-GC	assembly_exceeds_chain_cap	chains=377
A0A5G2RCJ8	I3LGU2	9cpc-assembly1.cif.gz:I-LC	assembly_exceeds_chain_cap	chains=377
A0A480NQN9	I3LGU2	9cpc-assembly1.cif.gz:A-G	assembly_exceeds_chain_cap	chains=377
A0A4X1V0A0	A0A5G2QGK1	9cpc-assembly1.cif.gz:AC-EB	assembly_exceeds_chain_cap	chains=377
A0A287AA69	F1RS61	9cpc-assembly1.cif.gz:GC-HC	assembly_exceeds_chain_cap	chains=377
A0A287B1D0	F1S0U2	9cpc-assembly1.cif.gz:DC-SC	assembly_exceeds_chain_cap	chains=377
F1SDE8	F1SV60	9cpc-assembly1.cif.gz:XA-ZA	assembly_exceeds_chain_cap	chains=377
A0A286ZZD2	A0A287B1D0	9cpc-assembly1.cif.gz:DC-MC	assembly_exceeds_chain_cap	chains=377
A0A4X1VNX0	A0A8D0NP25	9cpc-assembly1.cif.gz:Y-YB	assembly_exceeds_chain_cap	chains=377
F1SFB7	F1SS88	9cpc-assembly1.cif.gz:Q-UC	assembly_exceeds_chain_cap	chains=377
A0A4X1U4E1	A0A5G2RCJ8	9cpc-assembly1.cif.gz:E-KC	assembly_exceeds_chain_cap	chains=377
A0A8D0XUD8	A0A8D1WB49	9cpc-assembly1.cif.gz:JC-PC	assembly_exceeds_chain_cap	chains=377
A0A480NQN9	A0A4X1SVE2	9cpc-assembly1.cif.gz:A-FC	assembly_exceeds_chain_cap	chains=377
A0A4X1VW16	F1SS88	9cpc-assembly1.cif.gz:P-WC	assembly_exceeds_chain_cap	chains=377
A0A286ZZD2	F1S0P7	9cpc-assembly1.cif.gz:D-NC	assembly_exceeds_chain_cap	chains=377
A0A2K3DEG1	Q45QX5	7sqc-assembly1.cif.gz:LE-UA	assembly_exceeds_chain_cap	chains=406
A8J666	Q6J4H1	7sqc-assembly1.cif.gz:HD-HH	assembly_exceeds_chain_cap	chains=406
A8IVW2	P09204	7sqc-assembly1.cif.gz:BA-NB	assembly_exceeds_chain_cap	chains=406
A0A2K3CXT1	A8I439	7sqc-assembly1.cif.gz:F-JM	assembly_exceeds_chain_cap	chains=406
A8JEU4	P09204	7sqc-assembly1.cif.gz:AO-ZD	assembly_exceeds_chain_cap	chains=406
A0A2K3D425	A8I439	7sqc-assembly1.cif.gz:E-O	assembly_exceeds_chain_cap	chains=406
A8IUG5	D4P3R6	7sqc-assembly1.cif.gz:CD-CF	assembly_exceeds_chain_cap	chains=406
A0A2K3DEG1	A8I439	7sqc-assembly1.cif.gz:E-MD	assembly_exceeds_chain_cap	chains=406
A8JH98	P09204	7sqc-assembly1.cif.gz:EN-ZN	assembly_exceeds_chain_cap	chains=406
A0A2K3DDV4	A0A2K3DN67	7sqc-assembly1.cif.gz:CK-KL	assembly_exceeds_chain_cap	chains=406
A0A2K3E6N2	D4P3R6	7sqc-assembly1.cif.gz:DF-PA	assembly_exceeds_chain_cap	chains=406
A0A2K3D452	A0A2K3DEG1	7sqc-assembly1.cif.gz:HF-MD	assembly_exceeds_chain_cap	chains=406
A0A2K3D425	P04690	7sqc-assembly1.cif.gz:M-OG	assembly_exceeds_chain_cap	chains=406
A8JEU4	A8JH98	7sqc-assembly1.cif.gz:AO-GN	assembly_exceeds_chain_cap	chains=406
A8I439	A8JEU4	7sqc-assembly1.cif.gz:AO-H	assembly_exceeds_chain_cap	chains=406
P09204	Q9XGU3	7sqc-assembly1.cif.gz:AC-ZH	assembly_exceeds_chain_cap	chains=406
A0A2K3DDV4	A8IUG5	7sqc-assembly1.cif.gz:DD-KL	assembly_exceeds_chain_cap	chains=406
A0A2K3DEG1	D4P3R6	7sqc-assembly1.cif.gz:DF-MD	assembly_exceeds_chain_cap	chains=406
P09204	Q45QX5	7sqc-assembly1.cif.gz:NB-UA	assembly_exceeds_chain_cap	chains=406
A8IUG5	Q6J4H1	7sqc-assembly1.cif.gz:DD-HD	assembly_exceeds_chain_cap	chains=406
D4P3R6	Q6J4H1	7sqc-assembly1.cif.gz:DF-HD	assembly_exceeds_chain_cap	chains=406
A0A2K3D452	D4P3R6	7sqc-assembly1.cif.gz:DF-HF	assembly_exceeds_chain_cap	chains=406
P04690	Q45QX6	7sqc-assembly1.cif.gz:BC-XA	assembly_exceeds_chain_cap	chains=406
A0A2K3DN67	D4P3R6	7sqc-assembly1.cif.gz:CF-CK	assembly_exceeds_chain_cap	chains=406
A8JEU4	P04690	7sqc-assembly1.cif.gz:AO-RG	assembly_exceeds_chain_cap	chains=406
A0A2K3DDV4	A0A2K3DQM4	7sqc-assembly1.cif.gz:JL-LA	assembly_exceeds_chain_cap	chains=406
A8JH98	P04690	7sqc-assembly1.cif.gz:AN-OG	assembly_exceeds_chain_cap	chains=406
P09204	Q45QX6	7sqc-assembly1.cif.gz:JC-NB	assembly_exceeds_chain_cap	chains=406
A0A2K3D452	Q9XGU3	7sqc-assembly1.cif.gz:AC-GF	assembly_exceeds_chain_cap	chains=406
A0A2K3D425	A0A2K3DWV9	7n6g-assembly1.cif.gz:IG-YF	assembly_exceeds_chain_cap	chains=264
A8ICS9	P04690	7n6g-assembly1.cif.gz:GH-IA	assembly_exceeds_chain_cap	chains=264
A8ICS9	A8IUG5	7n6g-assembly1.cif.gz:FC-IA	assembly_exceeds_chain_cap	chains=264
Q45QX4	Q9XGU3	7n6g-assembly1.cif.gz:AF-KD	assembly_exceeds_chain_cap	chains=264
A8IDP6	Q45QX5	7n6g-assembly1.cif.gz:GF-TE	assembly_exceeds_chain_cap	chains=264
A0A2K3E6E5	A8J870	7n6g-assembly1.cif.gz:FA-YA	assembly_exceeds_chain_cap	chains=264
A8IVW2	Q45QX4	7n6g-assembly1.cif.gz:RC-ZE	assembly_exceeds_chain_cap	chains=264
A0A2K3E6N2	A8J666	7n6g-assembly1.cif.gz:JA-LA	assembly_exceeds_chain_cap	chains=264
A0A2K3CXT1	A0A2K3DEG1	7n6g-assembly1.cif.gz:K-ZF	assembly_exceeds_chain_cap	chains=264
A0A2K3DN67	A8IDP6	7n6g-assembly1.cif.gz:JF-KC	assembly_exceeds_chain_cap	chains=264
A0A2K3D8D9	A8IDP6	7n6g-assembly1.cif.gz:JF-KA	assembly_exceeds_chain_cap	chains=264
A8JGM3	Q45QX3	7n6g-assembly1.cif.gz:AE-CC	assembly_exceeds_chain_cap	chains=264
A0A2K3DQM4	Q45QX5	7n6g-assembly1.cif.gz:JD-WE	assembly_exceeds_chain_cap	chains=264
A0A2K3DEG1	A8J1X7	7n6g-assembly1.cif.gz:VD-YI	assembly_exceeds_chain_cap	chains=264
A0A2K3D452	A8J666	7n6g-assembly1.cif.gz:JA-Y	assembly_exceeds_chain_cap	chains=264
A0A2K3D452	Q6J4H1	7n6g-assembly1.cif.gz:AA-WF	assembly_exceeds_chain_cap	chains=264
A0A2K3DWV9	A8JH98	7n6g-assembly1.cif.gz:BG-YF	assembly_exceeds_chain_cap	chains=264
A0A2K3DQN7	A0A2K3E6E5	7n6g-assembly1.cif.gz:FA-NA	assembly_exceeds_chain_cap	chains=264
A8J870	D4P3R7	7n6g-assembly1.cif.gz:GC-XA	assembly_exceeds_chain_cap	chains=264
A0A2K3DWV9	D4P3R7	7n6g-assembly1.cif.gz:CA-HC	assembly_exceeds_chain_cap	chains=264
A0A2K3DQN7	A8ICS9	7n6g-assembly1.cif.gz:IA-NA	assembly_exceeds_chain_cap	chains=264
A0A2K3CMR7	A8IUG5	7n6g-assembly1.cif.gz:EC-IC	assembly_exceeds_chain_cap	chains=264
A0A2K3E6E5	A8JEU4	7n6g-assembly1.cif.gz:EA-GG	assembly_exceeds_chain_cap	chains=264
A8IVW2	Q45QX5	7n6g-assembly1.cif.gz:TE-VC	assembly_exceeds_chain_cap	chains=264
A0A2K3DQN7	A8IUG5	7n6g-assembly1.cif.gz:EC-MA	assembly_exceeds_chain_cap	chains=264
A8JGM3	Q45QX4	7n6g-assembly1.cif.gz:CC-XE	assembly_exceeds_chain_cap	chains=264
A0A2K3DEG1	Q45QX4	7n6g-assembly1.cif.gz:AF-YI	assembly_exceeds_chain_cap	chains=264
A0A2K3D425	A0A2K3E6E5	7n6g-assembly1.cif.gz:EA-HG	assembly_exceeds_chain_cap	chains=264
P04690	Q45QX3	7n6g-assembly1.cif.gz:AE-FD	assembly_exceeds_chain_cap	chains=264
A0A2K3DEG1	A8IUG5	7n6g-assembly1.cif.gz:EC-H	assembly_exceeds_chain_cap	chains=264
A0A2K3CXB9	A0A2K3D8Z6	7som-assembly1.cif.gz:NF-OG	assembly_exceeds_chain_cap	chains=200
A0A2K3D8Z6	A8IU92	7som-assembly1.cif.gz:SE-Z	assembly_exceeds_chain_cap	chains=200
A0A2K3DV98	A8I439	7som-assembly1.cif.gz:E-NG	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	P09204	7som-assembly1.cif.gz:CF-QG	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	A8I439	7som-assembly1.cif.gz:E-OG	assembly_exceeds_chain_cap	chains=200
A8HNF2	A8I439	7som-assembly1.cif.gz:D-O	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	P93107	7som-assembly1.cif.gz:QG-SF	assembly_exceeds_chain_cap	chains=200
A0A2K3CQT7	A0A2K3DV98	7som-assembly1.cif.gz:NG-ZF	assembly_exceeds_chain_cap	chains=200
A0A2K3D8Z6	A0A2K3DV98	7som-assembly1.cif.gz:NF-NG	assembly_exceeds_chain_cap	chains=200
A8IU92	P93107	7som-assembly1.cif.gz:T-TE	assembly_exceeds_chain_cap	chains=200
A8I439	P93107	7som-assembly1.cif.gz:TF-WF	assembly_exceeds_chain_cap	chains=200
A8HNF2	A8IU92	7som-assembly1.cif.gz:UE-X	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	A8HNF2	7som-assembly1.cif.gz:O-OG	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	A0A2K3DV98	7som-assembly1.cif.gz:NG-OG	assembly_exceeds_chain_cap	chains=200
A0A2K3CQT7	A8IU92	7som-assembly1.cif.gz:H-TE	assembly_exceeds_chain_cap	chains=200
A0A2K3CXB9	A0A2K3DUG8	7som-assembly1.cif.gz:C-OG	assembly_exceeds_chain_cap	chains=200
A0A2K3DUG8	A8IU92	7som-assembly1.cif.gz:C-SE	assembly_exceeds_chain_cap	chains=200
Q5SRE5	Q9BVL2	5ijo-assembly1.cif.gz:J-M	assembly_exceeds_chain_cap	chains=208
P37198	Q5SRE5	5ijo-assembly1.cif.gz:J-N	assembly_exceeds_chain_cap	chains=208
P05747	P0CX39	5on6-assembly1.cif.gz:DD-YC	assembly_exceeds_chain_cap	chains=75
P14120	P14127	5on6-assembly1.cif.gz:AD-HD	assembly_exceeds_chain_cap	chains=75
P14127	P39516	5on6-assembly1.cif.gz:P-S	assembly_exceeds_chain_cap	chains=75
A0A0H0Y943	Q93R25	8z60-assembly1.cif.gz:DG-XF	assembly_exceeds_chain_cap	chains=367
A0A1W6TTE6	D9N551	8z60-assembly1.cif.gz:BM-MD	assembly_exceeds_chain_cap	chains=367
A0A0G9LZH2	Q93R25	8z60-assembly1.cif.gz:DC-YC	assembly_exceeds_chain_cap	chains=367
A0A0H0Y9C1	P74944	8z60-assembly1.cif.gz:DM-GD	assembly_exceeds_chain_cap	chains=367
A0A0H0Y9C1	D9N551	8z60-assembly1.cif.gz:BM-GD	assembly_exceeds_chain_cap	chains=367
A0A0H0YB44	A0A0H0YB55	8z60-assembly1.cif.gz:C-KD	assembly_exceeds_chain_cap	chains=367
A0A1W6TTE6	P74944	8z60-assembly1.cif.gz:DM-LD	assembly_exceeds_chain_cap	chains=367
A0A0G9LZG6	D9N551	8z60-assembly1.cif.gz:BM-QC	assembly_exceeds_chain_cap	chains=367
A0A0G9LZH2	D9N551	8z60-assembly1.cif.gz:BM-UC	assembly_exceeds_chain_cap	chains=367
A0A0H0Y943	A0A0H0YA78	8z60-assembly1.cif.gz:CD-O	assembly_exceeds_chain_cap	chains=367
A0A0H0Y943	A0A1W6TTE6	8z60-assembly1.cif.gz:CD-LD	assembly_exceeds_chain_cap	chains=367
A0A0G9M4M9	P74944	8z60-assembly1.cif.gz:DA-ZC	assembly_exceeds_chain_cap	chains=367
A0A0H0Y943	A0A0H0Y9C1	8z60-assembly1.cif.gz:CD-ED	assembly_exceeds_chain_cap	chains=367
A0A0G9M4M9	D9N551	8z60-assembly1.cif.gz:BD-QH	assembly_exceeds_chain_cap	chains=367
Q57XG0	Q581Q7	9e2g-assembly1.cif.gz:R-U	assembly_exceeds_chain_cap	chains=415
Q57UY7	Q583F4	9e2g-assembly1.cif.gz:K-UC	assembly_exceeds_chain_cap	chains=415
Q384Q9	Q582U4	9e2g-assembly1.cif.gz:PA-WD	assembly_exceeds_chain_cap	chains=415
Q385B6	Q57UY7	9e2g-assembly1.cif.gz:H-MA	assembly_exceeds_chain_cap	chains=415
Q57VE0	Q583F4	9e2g-assembly1.cif.gz:L-VC	assembly_exceeds_chain_cap	chains=415
Q381R3	Q57ZC1	9e2g-assembly1.cif.gz:TD-X	assembly_exceeds_chain_cap	chains=415
Q386E1	Q583R2	9e2g-assembly1.cif.gz:SB-Z	assembly_exceeds_chain_cap	chains=415
Q387A9	Q583F5	9e2g-assembly1.cif.gz:C-ZC	assembly_exceeds_chain_cap	chains=415
Q4GYY5	Q57XA3	9e2g-assembly1.cif.gz:ME-W	assembly_exceeds_chain_cap	chains=415
Q57ZX1	Q582U4	9e2g-assembly1.cif.gz:E-PA	assembly_exceeds_chain_cap	chains=415
Q381R3	Q57UM2	9e2g-assembly1.cif.gz:SC-X	assembly_exceeds_chain_cap	chains=415
Q57UY7	Q57VE0	9e2g-assembly1.cif.gz:K-L	assembly_exceeds_chain_cap	chains=415
Q386E1	Q386N3	9e2g-assembly1.cif.gz:PC-SB	assembly_exceeds_chain_cap	chains=415
Q57ZX1	Q583R2	9e2g-assembly1.cif.gz:E-Z	assembly_exceeds_chain_cap	chains=415
Q57UZ3	Q582N6	9e2g-assembly1.cif.gz:MD-QB	assembly_exceeds_chain_cap	chains=415
Q388A8	Q587B8	9e2g-assembly1.cif.gz:O-S	assembly_exceeds_chain_cap	chains=415
Q387J0	Q57VE0	9e2g-assembly1.cif.gz:M-T	assembly_exceeds_chain_cap	chains=415
Q383L7	Q386E1	9e2g-assembly1.cif.gz:OD-SB	assembly_exceeds_chain_cap	chains=415
Q386E1	Q582U4	9e2g-assembly1.cif.gz:RA-SB	assembly_exceeds_chain_cap	chains=415
Q4GYY6	Q57XG0	9e2g-assembly1.cif.gz:AF-U	assembly_exceeds_chain_cap	chains=415
Q383Y5	Q583F5	9e2g-assembly1.cif.gz:Y-ZC	assembly_exceeds_chain_cap	chains=415
Q57UM2	Q57VE0	9e2g-assembly1.cif.gz:L-SC	assembly_exceeds_chain_cap	chains=415
Q4GYY5	Q581Q7	9e2g-assembly1.cif.gz:DE-R	assembly_exceeds_chain_cap	chains=415
Q383J9	Q384Q9	9e2g-assembly1.cif.gz:MB-WD	assembly_exceeds_chain_cap	chains=415
Q57UM2	Q57YM5	9e2g-assembly1.cif.gz:NC-SC	assembly_exceeds_chain_cap	chains=415
Q388A8	Q581Q9	9e2g-assembly1.cif.gz:Q-S	assembly_exceeds_chain_cap	chains=415
Q387J0	Q38AJ5	9e2g-assembly1.cif.gz:F-T	assembly_exceeds_chain_cap	chains=415
Q383H7	Q582N6	9e2g-assembly1.cif.gz:LD-WB	assembly_exceeds_chain_cap	chains=415
Q383L7	Q57YM5	9e2g-assembly1.cif.gz:LC-OD	assembly_exceeds_chain_cap	chains=415
Q38BT0	Q38DQ0	9e2g-assembly1.cif.gz:P-V	assembly_exceeds_chain_cap	chains=415
P0C2H8	P48589	8p4v-assembly2.cif.gz:AE-JE	assembly_exceeds_chain_cap	chains=76
P06367	P0C2H6	8p4v-assembly1.cif.gz:AA-P	assembly_exceeds_chain_cap	chains=75
P05747	Q3E792	8p4v-assembly1.cif.gz:DD-ND	assembly_exceeds_chain_cap	chains=75
P02407	P38061	8p4v-assembly1.cif.gz:GA-S	assembly_exceeds_chain_cap	chains=75
P06367	P39015	8p4v-assembly1.cif.gz:P-SA	assembly_exceeds_chain_cap	chains=75
P26418	P26462	8wo5-assembly1.cif.gz:CC-UB	assembly_exceeds_chain_cap	chains=417
P26418	P54700	8wo5-assembly1.cif.gz:CC-TB	assembly_exceeds_chain_cap	chains=417
P26419	P26462	8wo5-assembly1.cif.gz:EC-UB	assembly_exceeds_chain_cap	chains=417
P26418	P54702	8wo5-assembly1.cif.gz:CC-OB	assembly_exceeds_chain_cap	chains=417
A0A5J4YX19	A0A5J4Z027	7y4l-assembly1.cif.gz:PW-YK	assembly_exceeds_chain_cap	chains=716
A0A5J4ZA95	W0RZE2	7y4l-assembly1.cif.gz:KN-ON	assembly_exceeds_chain_cap	chains=716
A0A343KP28	A0A5J4Z365	7y4l-assembly1.cif.gz:JL-MAA	assembly_exceeds_chain_cap	chains=716
A0A5J4YZH3	A0A5J4ZA95	7y4l-assembly1.cif.gz:ON-VZ	assembly_exceeds_chain_cap	chains=716
A0A5J4YXP2	A0A5J4YZH3	7y4l-assembly1.cif.gz:E-NV	assembly_exceeds_chain_cap	chains=716
A0A5J4YJY8	W0S279	7y4l-assembly1.cif.gz:FO-KA	assembly_exceeds_chain_cap	chains=716
A0A343KP28	A0A343KPB8	7y4l-assembly1.cif.gz:NO-NR	assembly_exceeds_chain_cap	chains=716
A0A343KPB8	A0A5J4YMI8	7y4l-assembly1.cif.gz:NO-OT	assembly_exceeds_chain_cap	chains=716
A0A5J4YX63	A0A5J4YXP2	7y4l-assembly1.cif.gz:A-JAA	assembly_exceeds_chain_cap	chains=716
A0A5J4YJY8	A0A5J4YZH3	7y4l-assembly1.cif.gz:QO-UA	assembly_exceeds_chain_cap	chains=716
A0A5J4YZH3	A0A5J4Z027	7y4l-assembly1.cif.gz:QO-WW	assembly_exceeds_chain_cap	chains=716
A0A5J4YNU6	A0A5J4Z7F4	7y4l-assembly1.cif.gz:LAA-ZI	assembly_exceeds_chain_cap	chains=716
A0A343KP28	A0A5J4Z027	7y4l-assembly1.cif.gz:NR-PW	assembly_exceeds_chain_cap	chains=716
A0A5J4YI31	A0A5J4YVZ2	7y4l-assembly1.cif.gz:MO-OV	assembly_exceeds_chain_cap	chains=716
P37208	W0RZE2	7y4l-assembly1.cif.gz:FE-LO	assembly_exceeds_chain_cap	chains=716
A0A5J4YJY8	A0A5J4YNU6	7y4l-assembly1.cif.gz:MI-U	assembly_exceeds_chain_cap	chains=716
A0A5J4YVZ2	P11392	7y4l-assembly1.cif.gz:LN-NG	assembly_exceeds_chain_cap	chains=716
A0A5J4YI31	A0A5J4YM59	7y4l-assembly1.cif.gz:WZ-XE	assembly_exceeds_chain_cap	chains=716
A0A5J4YX67	A0A5J4Z027	7y4l-assembly1.cif.gz:WA-WW	assembly_exceeds_chain_cap	chains=716
A0A5J4YVZ2	A0A5J4YX63	7y4l-assembly1.cif.gz:BQ-MO	assembly_exceeds_chain_cap	chains=716
A0A5J4YNU6	A0A5J4Z323	7y4l-assembly1.cif.gz:OW-ZG	assembly_exceeds_chain_cap	chains=716
A0A5J4YNU6	A0A5J4YXP2	7y4l-assembly1.cif.gz:BW-EA	assembly_exceeds_chain_cap	chains=716
A0A5J4Z323	A0A5J4ZA95	7y4l-assembly1.cif.gz:MG-ON	assembly_exceeds_chain_cap	chains=716
A0A5J4YI31	A0A5J4YTV6	7y4l-assembly1.cif.gz:MN-WZ	assembly_exceeds_chain_cap	chains=716
A0A5J4YXP2	A0A5J4Z365	7y4l-assembly1.cif.gz:E-MAA	assembly_exceeds_chain_cap	chains=716
A0A5J4YJY8	A0A5J4YTV6	7y4l-assembly1.cif.gz:KA-MN	assembly_exceeds_chain_cap	chains=716
A0A5J4YM59	A0A5J4Z323	7y4l-assembly1.cif.gz:ZG-ZR	assembly_exceeds_chain_cap	chains=716
A0A5J4YTV6	A0A5J4Z365	7y4l-assembly1.cif.gz:MAA-MN	assembly_exceeds_chain_cap	chains=716
A0A343KPB8	A0A5J4YJY8	7y4l-assembly1.cif.gz:KA-OO	assembly_exceeds_chain_cap	chains=716
A0A5J4ZA95	W0S1U6	7y4l-assembly1.cif.gz:KO-NM	assembly_exceeds_chain_cap	chains=716
A0A7S9SVS3	A0A7S9SVZ9	9mog-assembly1.cif.gz:LE-ZD	assembly_exceeds_chain_cap	chains=220
P13337	P19061	9mog-assembly1.cif.gz:UF-YC	assembly_exceeds_chain_cap	chains=220
A0A7S9SVZ9	A0A7S9SWG4	9mog-assembly1.cif.gz:JC-Y	assembly_exceeds_chain_cap	chains=220
A0A7S9SVS3	A0A7S9SWG4	9mog-assembly1.cif.gz:LE-TF	assembly_exceeds_chain_cap	chains=220
A0A7S9SVH6	A0A7S9SW44	9mog-assembly1.cif.gz:GG-KE	assembly_exceeds_chain_cap	chains=220
A0A7S9SW44	A0A7S9SWG4	9mog-assembly1.cif.gz:DG-TG	assembly_exceeds_chain_cap	chains=220
A0A7S9SVS3	A0A7S9XHP4	9mog-assembly1.cif.gz:LE-QF	assembly_exceeds_chain_cap	chains=220
Q5T5A4	Q9Y6A4	7ung-assembly1.cif.gz:NO-QP	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q8WW24	7ung-assembly1.cif.gz:W-WB	assembly_exceeds_chain_cap	chains=435
Q5T5A4	Q5VTH2	7ung-assembly1.cif.gz:KP-QP	assembly_exceeds_chain_cap	chains=435
A8MTA8	Q99932	7ung-assembly1.cif.gz:I-UB	assembly_exceeds_chain_cap	chains=435
Q8TC29	Q9H4K1	7ung-assembly1.cif.gz:FP-S	assembly_exceeds_chain_cap	chains=435
Q99932	Q9UIF3	7ung-assembly1.cif.gz:GA-UB	assembly_exceeds_chain_cap	chains=435
Q0VFZ6	Q5T5A4	7ung-assembly1.cif.gz:LP-QP	assembly_exceeds_chain_cap	chains=435
Q5VTH2	Q9Y6A4	7ung-assembly1.cif.gz:KP-XB	assembly_exceeds_chain_cap	chains=435
A8MTA8	Q6P656	7ung-assembly1.cif.gz:F-H	assembly_exceeds_chain_cap	chains=435
H3BRN8	Q96M98	7ung-assembly1.cif.gz:G-YG	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q8TC29	7ung-assembly1.cif.gz:GP-X	assembly_exceeds_chain_cap	chains=435
Q5JVL4	Q9UL16	7ung-assembly1.cif.gz:U-XO	assembly_exceeds_chain_cap	chains=435
A8MTA8	Q8WW24	7ung-assembly1.cif.gz:N-WB	assembly_exceeds_chain_cap	chains=435
Q5T5A4	Q9UL16	7ung-assembly1.cif.gz:OP-YO	assembly_exceeds_chain_cap	chains=435
Q5T5A4	Q99932	7ung-assembly1.cif.gz:OP-UB	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q99932	7ung-assembly1.cif.gz:UB-X	assembly_exceeds_chain_cap	chains=435
Q5JVL4	Q5VTH2	7ung-assembly1.cif.gz:JP-U	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q96M98	7ung-assembly1.cif.gz:X-YC	assembly_exceeds_chain_cap	chains=435
A8MTA8	Q5BN46	7ung-assembly1.cif.gz:I-RP	assembly_exceeds_chain_cap	chains=435
Q5VTH2	Q9UL16	7ung-assembly1.cif.gz:KP-ZO	assembly_exceeds_chain_cap	chains=435
Q8TC29	Q99932	7ung-assembly1.cif.gz:GP-UB	assembly_exceeds_chain_cap	chains=435
Q5VTH2	Q9H4K1	7ung-assembly1.cif.gz:IP-Q	assembly_exceeds_chain_cap	chains=435
Q8TC29	Q8WW24	7ung-assembly1.cif.gz:EP-VB	assembly_exceeds_chain_cap	chains=435
Q5VTH2	Q8WW24	7ung-assembly1.cif.gz:JP-WB	assembly_exceeds_chain_cap	chains=435
Q8WW24	Q9H4K1	7ung-assembly1.cif.gz:S-VB	assembly_exceeds_chain_cap	chains=435
Q5JVL4	Q9UIF3	7ung-assembly1.cif.gz:FA-U	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q9UIF3	7ung-assembly1.cif.gz:GA-X	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q5VTH2	7ung-assembly1.cif.gz:KP-Y	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q9UL16	7ung-assembly1.cif.gz:Y-ZO	assembly_exceeds_chain_cap	chains=435
Q5JST6	Q8N1V2	7ung-assembly1.cif.gz:DP-Z	assembly_exceeds_chain_cap	chains=435
A2DSS2	A2EFC9	9d5n-assembly1.cif.gz:CE-LG	assembly_exceeds_chain_cap	chains=451
